id,name,categ_id/id,type,sale_ok,list_price,default_code,attribute_line_ids/attribute_id/id,attribute_line_ids/value_ids/id
template_7dze_-_7daze_liq_fb60ml_tf-nic,7DZE - 7Daze (LIQ FB)(60mL) TF-Nic,__export__.product_category_12_40483604,consu,True,0.95,,__export__.product_attribute_38_3ff3f277,__export__.product_attribute_value_7396_931db00e
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8942_24e2001a
template_7dze_-_7daze_liq_salt30ml_fusion_tfn,7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,__export__.product_category_12_40483604,consu,True,4.75,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7453_d7766944,__export__.product_attribute_value_7766_e437b826,__export__.product_attribute_value_7767_dfa4f82a,__export__.product_attribute_value_7929_c54789ec,__export__.product_attribute_value_7930_0a3ab7a5,__export__.product_attribute_value_7950_cbaf69a1,__export__.product_attribute_value_8073_51b96fad,__export__.product_attribute_value_8078_8068e5ce,__export__.product_attribute_value_8079_1ac4c847,__export__.product_attribute_value_8152_b7faf3d9,__export__.product_attribute_value_8153_f971e2f0,__export__.product_attribute_value_8163_6f11b980,__export__.product_attribute_value_8226_861f1192,__export__.product_attribute_value_8227_f0d4cd02,__export__.product_attribute_value_8311_b5f600de,__export__.product_attribute_value_8312_32993758,__export__.product_attribute_value_8315_b72f48f4,__export__.product_attribute_value_8354_ca5cc5ed,__export__.product_attribute_value_8469_794aad5e,__export__.product_attribute_value_8511_b281c634,__export__.product_attribute_value_8512_98972f2a"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8931_459a1bf6,__export__.product_attribute_value_8943_cd953f16"
template_7dze_-_7daze_liq_salt30ml_liqmate,7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,__export__.product_category_12_40483604,consu,True,4.40,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_3541_3d107bb1,__export__.product_attribute_value_3635_3c8b263f,__export__.product_attribute_value_3910_3b94df2c,__export__.product_attribute_value_7782_346e8fed,__export__.product_attribute_value_7812_31500acc,__export__.product_attribute_value_7887_5ce7c05a,__export__.product_attribute_value_8002_543ea62d,__export__.product_attribute_value_8216_1e86eb44,__export__.product_attribute_value_8239_19d627d8,__export__.product_attribute_value_4729_2abea8ee,__export__.product_attribute_value_8271_7bf624a4,__export__.product_attribute_value_8289_79a0dafb,__export__.product_attribute_value_8333_550842c0,__export__.product_attribute_value_4962_5bc8b380"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8926_08395797,__export__.product_attribute_value_8943_cd953f16"
template_7dze_-_7daze_liq_salt30ml_reds,7DZE - 7Daze (LIQ Salt)(30mL) Reds,__export__.product_category_12_40483604,consu,True,4.67,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_5929_fa65d888,__export__.product_attribute_value_7430_ce761418,__export__.product_attribute_value_3420_de9cbe45,__export__.product_attribute_value_7467_3e904518,__export__.product_attribute_value_3957_6661c23d,__export__.product_attribute_value_7777_e732324e,__export__.product_attribute_value_4256_3d1b1743,__export__.product_attribute_value_7985_e3c1f36e,__export__.product_attribute_value_8111_108da694,__export__.product_attribute_value_8120_95e503c9,__export__.product_attribute_value_4873_a286b7a9,__export__.product_attribute_value_8338_dad773b9,__export__.product_attribute_value_5126_1b2f2a53,__export__.product_attribute_value_5142_7a78f9ea"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8931_459a1bf6,__export__.product_attribute_value_8943_cd953f16"
template_7dze_-_7daze_liq_salt30ml_redskeep_it_100,7DZE - 7Daze (LIQ Salt)(30mL) Reds/Keep It 100,__export__.product_category_12_40483604,consu,True,4.75,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_8259_c44ca6a0,__export__.product_attribute_value_8260_02753023,__export__.product_attribute_value_8261_1804dc15"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8931_459a1bf6,__export__.product_attribute_value_8943_cd953f16"
template_7dze_-_7daze_liq_salt30ml_tf-nic,7DZE - 7Daze (LIQ Salt)(30mL) TF-Nic,__export__.product_category_12_40483604,consu,True,4.75,,__export__.product_attribute_38_3ff3f277,__export__.product_attribute_value_7757_02591d18
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8931_459a1bf6,__export__.product_attribute_value_8943_cd953f16"
template_7dze_-_7daze_clickmate_2_starter_kit_dispo_15000puff18ml,7DZE - 7Daze Clickmate 2% Starter Kit (Dispo) (15000Puff)(18mL),__export__.product_category_12_40483604,consu,True,6.95,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_3541_3d107bb1,__export__.product_attribute_value_3635_3c8b263f,__export__.product_attribute_value_7601_fc93d38f,__export__.product_attribute_value_3910_3b94df2c,__export__.product_attribute_value_7782_346e8fed,__export__.product_attribute_value_7813_ca3955d4,__export__.product_attribute_value_7873_29a194c8,__export__.product_attribute_value_7874_c113d71a,__export__.product_attribute_value_7882_864ead84,__export__.product_attribute_value_7936_df340a0b,__export__.product_attribute_value_8008_1036a3a5,__export__.product_attribute_value_8123_35a1be59,__export__.product_attribute_value_4580_8a234273,__export__.product_attribute_value_8216_1e86eb44,__export__.product_attribute_value_4729_2abea8ee,__export__.product_attribute_value_8333_550842c0"
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8926_08395797
template_7dze_-_7daze_clickmate_5_starter_kit_dispo_15000puff18ml,7DZE - 7Daze Clickmate 5% Starter Kit (Dispo) (15000Puff)(18mL),__export__.product_category_12_40483604,consu,True,7.38,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7601_fc93d38f,__export__.product_attribute_value_5956_d1e1c433,__export__.product_attribute_value_7873_29a194c8,__export__.product_attribute_value_7882_864ead84,__export__.product_attribute_value_7887_5ce7c05a,__export__.product_attribute_value_7988_0415a9de,__export__.product_attribute_value_8002_543ea62d,__export__.product_attribute_value_8008_1036a3a5,__export__.product_attribute_value_8289_79a0dafb"
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_7dze_-_7daze_clickmates_2_prefilled_mates_max_2-pack,7DZE - 7Daze Clickmates 2% Prefilled Mates MAX (2-Pack),__export__.product_category_12_40483604,consu,True,5.25,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_3541_3d107bb1,__export__.product_attribute_value_4580_8a234273,__export__.product_attribute_value_8289_79a0dafb,__export__.product_attribute_value_8333_550842c0,__export__.product_attribute_value_4962_5bc8b380"
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8926_08395797
template_7dze_-_7daze_clickmates_5_prefilled_mates_max_2-pack,7DZE - 7Daze Clickmates 5% Prefilled Mates MAX (2-Pack),__export__.product_category_12_40483604,consu,True,5.25,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_3541_3d107bb1,__export__.product_attribute_value_3635_3c8b263f,__export__.product_attribute_value_3910_3b94df2c,__export__.product_attribute_value_7783_212e4fab,__export__.product_attribute_value_7812_31500acc,__export__.product_attribute_value_7873_29a194c8,__export__.product_attribute_value_7874_c113d71a,__export__.product_attribute_value_7882_864ead84,__export__.product_attribute_value_7887_5ce7c05a,__export__.product_attribute_value_7936_df340a0b,__export__.product_attribute_value_4237_736c5ba1,__export__.product_attribute_value_7967_99c49cd0,__export__.product_attribute_value_7988_0415a9de,__export__.product_attribute_value_8009_c5df4580,__export__.product_attribute_value_8124_a90b05c3,__export__.product_attribute_value_4580_8a234273,__export__.product_attribute_value_8216_1e86eb44,__export__.product_attribute_value_8239_19d627d8,__export__.product_attribute_value_4729_2abea8ee,__export__.product_attribute_value_8270_fd08939f,__export__.product_attribute_value_8289_79a0dafb,__export__.product_attribute_value_8333_550842c0,__export__.product_attribute_value_4962_5bc8b380"
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_7dze_-_7daze_egge_dispo_3000puff7ml,7DZE - 7Daze Egge (Dispo) (3000Puff)(7mL),__export__.product_category_12_40483604,consu,True,1.95,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7477_f8cfebc7,__export__.product_attribute_value_7757_02591d18,__export__.product_attribute_value_7881_e3813b1d,__export__.product_attribute_value_4207_d8178c38,__export__.product_attribute_value_7982_81b99f64,__export__.product_attribute_value_8028_dd287e0e,__export__.product_attribute_value_8069_11b876fd,__export__.product_attribute_value_8199_1cc5193b,__export__.product_attribute_value_8276_95537c13,__export__.product_attribute_value_8298_e534b25a,__export__.product_attribute_value_8425_8fc5ee4f,__export__.product_attribute_value_5207_aeb858a1"
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_7dze_-_pouchmates_dsply_5pcnic_pouch20ct_cansas,7DZE - PouchMates (DSPLY 5pc)(Nic Pouch)(20ct Can)(SAS),__export__.product_category_12_40483604,consu,True,10.00,,__export__.product_attribute_38_3ff3f277,__export__.product_attribute_value_4002_a780f877
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8930_521b6c86
template_airo_-_elf_bar_airo_max_dispo_5000puff13ml,AIRO - Elf Bar Airo Max (Dispo) (5000Puff)(13mL),__export__.product_category_12_40483604,consu,True,0.50,,__export__.product_attribute_38_3ff3f277,__export__.product_attribute_value_4782_b05cf452
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_altz_-_alt_zero_liq_fb100ml,ALTZ - Alt Zero (LIQ FB)(100mL),__export__.product_category_12_40483604,consu,True,7.75,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7908_7dbfc773,__export__.product_attribute_value_7909_45821b7e,__export__.product_attribute_value_7910_f5b3d7bd"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8942_24e2001a,__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_altz_-_alt_zero_liq_salt30ml_excision,ALTZ - Alt Zero (LIQ Salt)(30mL) Excision,__export__.product_category_12_40483604,consu,True,7.25,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_8092_284163ca,__export__.product_attribute_value_8093_707c3591,__export__.product_attribute_value_8461_6fce0418"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8926_08395797,__export__.product_attribute_value_8940_b94f79fe"
template_altz_-_alt_zero_liq_salt30ml_tfn,ALTZ - Alt Zero (LIQ Salt)(30mL) TFN,__export__.product_category_12_40483604,consu,True,7.25,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7908_7dbfc773,__export__.product_attribute_value_7909_45821b7e"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8926_08395797,__export__.product_attribute_value_8940_b94f79fe"
template_altz_-_excision_liq_fb60ml,ALTZ - Excision (LIQ FB)(60mL),__export__.product_category_12_40483604,consu,True,7.25,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7415_40d2d59d,__export__.product_attribute_value_7808_7232c71f,__export__.product_attribute_value_8092_284163ca,__export__.product_attribute_value_8093_707c3591,__export__.product_attribute_value_8245_72dbe549,__export__.product_attribute_value_8461_6fce0418,__export__.product_attribute_value_8508_e12094f2"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8942_24e2001a,__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_amvh_-_one_hit_wonder_liq_fb100ml_tf-nic,AMVH - One Hit Wonder (LIQ FB)(100mL) TF-Nic,__export__.product_category_12_40483604,consu,True,6.50,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7444_cb24710b,__export__.product_attribute_value_7709_2c1a50c2,__export__.product_attribute_value_7883_edf09319,__export__.product_attribute_value_7884_6336efbf,__export__.product_attribute_value_7973_8dd3a428,__export__.product_attribute_value_8041_1702d547,__export__.product_attribute_value_8052_6ff0baed,__export__.product_attribute_value_8053_18064aa2,__export__.product_attribute_value_8246_6f129434,__export__.product_attribute_value_8409_0b1b6b77"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_amvh_-_one_hit_wonder_liq_salt30ml_tf-nic,AMVH - One Hit Wonder (LIQ Salt)(30mL) TF-Nic,__export__.product_category_12_40483604,consu,True,6.00,,__export__.product_attribute_38_3ff3f277,__export__.product_attribute_value_7883_edf09319
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8928_e8ce44f0
template_arfy_-_air_factory_liq_fb60ml,ARFY - Air Factory (LIQ FB)(60mL),__export__.product_category_12_40483604,consu,True,5.18,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7479_934d637e,__export__.product_attribute_value_3541_3d107bb1,__export__.product_attribute_value_7665_971b3aa8,__export__.product_attribute_value_4311_40de03e4,__export__.product_attribute_value_8173_511e1f27,__export__.product_attribute_value_8327_3655bb52,__export__.product_attribute_value_5042_8487f76f,__export__.product_attribute_value_8440_9713ccaa,__export__.product_attribute_value_8454_5e020554,__export__.product_attribute_value_8492_d07d195d"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_arfy_-_air_factory_liq_salt30ml,ARFY - Air Factory (LIQ Salt)(30mL),__export__.product_category_12_40483604,consu,True,5.47,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7479_934d637e,__export__.product_attribute_value_5951_e175b6e3,__export__.product_attribute_value_7665_971b3aa8,__export__.product_attribute_value_4311_40de03e4,__export__.product_attribute_value_4350_e3b41cc9,__export__.product_attribute_value_8173_511e1f27,__export__.product_attribute_value_8237_34373e65,__export__.product_attribute_value_8327_3655bb52,__export__.product_attribute_value_4915_23567a54,__export__.product_attribute_value_5042_8487f76f,__export__.product_attribute_value_8440_9713ccaa,__export__.product_attribute_value_8454_5e020554,__export__.product_attribute_value_8492_d07d195d,__export__.product_attribute_value_8494_c7a44bed"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8925_daece801,__export__.product_attribute_value_8933_52357953"
template_axio_-_thursday_dispo_30000puff22ml,AXIO - Thursday (Dispo) (30000Puff)(22mL),__export__.product_category_12_40483604,consu,True,7.50,,__export__.product_attribute_38_3ff3f277,__export__.product_attribute_value_5169_3d49572c
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_axio_-_yogi_liq_fb60ml,AXIO - Yogi (LIQ FB)(60mL),__export__.product_category_12_40483604,consu,True,5.75,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7423_ab513e33,__export__.product_attribute_value_7488_220f0720,__export__.product_attribute_value_3580_c8795c0a,__export__.product_attribute_value_7889_52ab7265,__export__.product_attribute_value_8083_e29a56b6,__export__.product_attribute_value_8116_45c7c14a,__export__.product_attribute_value_8138_baacf3d7,__export__.product_attribute_value_8225_fd7d4c12,__export__.product_attribute_value_4873_a286b7a9,__export__.product_attribute_value_8457_e7a4cd26"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8942_24e2001a,__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_axio_-_yogi_liq_salt30ml,AXIO - Yogi (LIQ Salt)(30mL),__export__.product_category_12_40483604,consu,True,5.75,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7423_ab513e33,__export__.product_attribute_value_7488_220f0720,__export__.product_attribute_value_3580_c8795c0a,__export__.product_attribute_value_7889_52ab7265,__export__.product_attribute_value_8083_e29a56b6,__export__.product_attribute_value_8116_45c7c14a,__export__.product_attribute_value_8225_fd7d4c12,__export__.product_attribute_value_4873_a286b7a9,__export__.product_attribute_value_8457_e7a4cd26"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8932_1892fa40,__export__.product_attribute_value_8943_cd953f16"
template_bdlb_-_bad_drip_liq_fb60ml,BDLB - Bad Drip (LIQ FB)(60mL),__export__.product_category_12_40483604,consu,True,5.50,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7707_29ceeb1d,__export__.product_attribute_value_8144_e83f55ff"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_bdvc_-_beard_liq_fb100ml_the_one,BDVC - Beard (LIQ FB)(100mL) The One,__export__.product_category_12_40483604,consu,True,5.50,,__export__.product_attribute_38_3ff3f277,__export__.product_attribute_value_8007_16d7170c
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8942_24e2001a,__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_bdvc_-_beard_liq_fb120ml,BDVC - Beard (LIQ FB)(120mL),__export__.product_category_12_40483604,consu,True,3.90,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_8059_60dc0bd8,__export__.product_attribute_value_8060_78552c9a,__export__.product_attribute_value_8061_c1d8244a,__export__.product_attribute_value_8062_da397883,__export__.product_attribute_value_8063_7b29c1b1,__export__.product_attribute_value_8064_62c9bdd2,__export__.product_attribute_value_8398_8de63a47"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8942_24e2001a,__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_bdvc_-_beard_liq_fb60ml,BDVC - Beard (LIQ FB)(60mL),__export__.product_category_12_40483604,consu,True,4.50,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_8059_60dc0bd8,__export__.product_attribute_value_8060_78552c9a,__export__.product_attribute_value_8061_c1d8244a,__export__.product_attribute_value_8062_da397883,__export__.product_attribute_value_8064_62c9bdd2,__export__.product_attribute_value_8398_8de63a47"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8942_24e2001a,__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_bdvc_-_beard_liq_salt30ml,BDVC - Beard (LIQ Salt)(30mL),__export__.product_category_12_40483604,consu,True,5.00,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_8059_60dc0bd8,__export__.product_attribute_value_8060_78552c9a,__export__.product_attribute_value_8062_da397883,__export__.product_attribute_value_8063_7b29c1b1,__export__.product_attribute_value_8064_62c9bdd2,__export__.product_attribute_value_8398_8de63a47"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8931_459a1bf6,__export__.product_attribute_value_8943_cd953f16"
template_bdvc_-_beard_liq_salt30ml_the_salty_one,BDVC - Beard (LIQ Salt)(30mL) The Salty One,__export__.product_category_12_40483604,consu,True,5.00,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_5929_fa65d888,__export__.product_attribute_value_7441_deaa1eef,__export__.product_attribute_value_4873_a286b7a9"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8931_459a1bf6,__export__.product_attribute_value_8943_cd953f16"
template_bdvc_-_fifty_bar_20k_dispo_20000puff18ml_hidden_hills_edt,BDVC - Fifty Bar 20K (Dispo) (20000Puff)(18mL) Hidden Hills Edt,__export__.product_category_12_40483604,consu,True,11.00,,__export__.product_attribute_38_3ff3f277,__export__.product_attribute_value_8183_1ad1164b
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_bdvc_-_fifty_bar_v2_dispo_20000puff18ml_white_series,BDVC - Fifty Bar V2 (Dispo) (20000Puff)(18mL) White Series,__export__.product_category_12_40483604,consu,True,11.00,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_3383_9402c01b,__export__.product_attribute_value_4134_795d0c82"
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_blis_-_bliss_bar_dispo_6000puff14ml,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL),__export__.product_category_12_40483604,consu,True,3.25,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_3532_09e08e68,__export__.product_attribute_value_7718_478ca0c4,__export__.product_attribute_value_4034_dc0cfc29,__export__.product_attribute_value_7836_e024ccee,__export__.product_attribute_value_4241_3b376b59,__export__.product_attribute_value_8036_20f963cc,__export__.product_attribute_value_8037_3a484396,__export__.product_attribute_value_4502_fa3509f9,__export__.product_attribute_value_4513_6d2c1501,__export__.product_attribute_value_8277_23b01588,__export__.product_attribute_value_4858_38c455a6,__export__.product_attribute_value_4908_2c11d600,__export__.product_attribute_value_4943_e67c276c,__export__.product_attribute_value_8430_1cdd143f,__export__.product_attribute_value_8431_6b12a37a,__export__.product_attribute_value_5142_7a78f9ea,__export__.product_attribute_value_8491_9663a94c"
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_blld_-_lucid_boost_dispo_20123puff18ml,"BLLD - Lucid Boost (Dispo) (20,123Puff)(18mL)",__export__.product_category_12_40483604,consu,True,6.15,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7651_6bda9252,__export__.product_attribute_value_7921_633bf233,__export__.product_attribute_value_8077_174aa3e4,__export__.product_attribute_value_8193_3711ffec"
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_blld_-_lucid_boostyogi_dispo_20123puff18ml,"BLLD - Lucid Boost/Yogi (Dispo) (20,123Puff)(18mL)",__export__.product_category_12_40483604,consu,True,7.00,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7540_59e7449d,__export__.product_attribute_value_8001_8f3850e0,__export__.product_attribute_value_8139_2ed95239"
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8943_cd953f16
template_blvk_-_blvk_liq_fb100ml_tf-nic,BLVK - BLVK (LIQ FB)(100mL) TF-Nic,__export__.product_category_12_40483604,consu,True,6.00,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7941_fefcaabe,__export__.product_attribute_value_7979_f459b4e5,__export__.product_attribute_value_8016_1690d305,__export__.product_attribute_value_4491_01025eef"
,,,,,,,__export__.product_attribute_40_ba9aed44,"__export__.product_attribute_value_8930_521b6c86,__export__.product_attribute_value_8939_ce32aa4e"
template_blvk_-_blvk_liq_fb100ml_zero,BLVK - BLVK (LIQ FB)(100mL) ZERO,__export__.product_category_12_40483604,consu,True,5.00,,__export__.product_attribute_38_3ff3f277,__export__.product_attribute_value_7716_9d46affc
,,,,,,,__export__.product_attribute_40_ba9aed44,__export__.product_attribute_value_8939_ce32aa4e
template_blvk_-_blvk_liq_fb60ml,BLVK - BLVK (LIQ FB)(60mL),__export__.product_category_12_40483604,consu,True,5.00,,__export__.product_attribute_38_3ff3f277,"__export__.product_attribute_value_7554_b109245a,__export__.product_attribute_value_7603_7432bf2e,__export__.product_attribute_value_7652_aa58b5e9,__export__.product_attribute_value_7677_52557f0e,__export__.product_attribute_value_7831_7c05c30f,__export__.product_attribute_value_7964_14c14cd0,__export__.product_attribute_value_8088_92c7f193,__export__.product_attribute_value_8210_dc1a08f4,__export__.product_attribute_value_8290_e0870827,__export__.product_attribute_value_8321_1bfd3a26,__export__.product_attribute_value_8357_a3de28a5,__export__.product_attribute_value_8396_6d0995e0"
